Estado,Nombre de Estado,Numero de Caso,Peatones,Personas _no_vehiculos,Vehiculos automotores,Vehiculos estacionados,Condado,Nombre Condado,Ciudad,Nombre Ciudad,Mes,Nombre Mes,Dia,Año,Hora,Minuto,Calle,Ruta,Nombre Ruta,Rural o Urbanoo,Sistema Funcional,Dueño Calle,Sistema Nacional Carreteras,Jurisdiccion Especial,Milla,Latitud,Longitud,Causa del Accidente,Tipo de Accidente,Tipo Interseccion,Columna1,Lugar en la calle,Zona de Trabajo,Luz,Clima,Autobus Escolar,Cruce de Trenes,Hora Notificacion,Minuto Notificacion,Hora Llegada,Minuto Llegada,Decesos,Fecha,PersonaVehiculo
27,Minnesota,270219,0,0,2,0,137,ST LOUIS (137),0,NO APLICA,8,Agosto,12,2022,23,31,CR-21,4,Calle del Condado,Rural,Arteria Menor,County Highway Agency,0,Sin jurisdiccion especial,80,47.658575,-92.26901667,Vehiculo en movimiento,Angulo,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro sin iluminacion,Nublado,No,NO APLICA,23,31,23,40,1,12/08/2022,2
27,Minnesota,270220,0,0,1,0,25,CHISAGO (25),7790,WYOMING,8,Agosto,12,2022,12,10,I-35,1,Interestatal,Urbano,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,1372,45.35533333,-92.99865,Valla Ferrocarril,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Nublado,No,NO APLICA,12,15,12,20,1,12/08/2022,3
27,Minnesota,270221,0,0,1,0,37,DAKOTA (37),0,NO APLICA,6,Junio,9,2022,15,9,SR-316,3,Highway estatal,Rural,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,33,44.64778056,-92.7722,Valla Ferrocarril,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,15,9,15,15,1,09/06/2022,1
27,Minnesota,270222,0,0,1,0,137,ST LOUIS (137),0,NO APLICA,8,Agosto,14,2022,18,29,US-53,2,US Highway,Rural,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,870,47.74921667,-92.64878333,Volcadura,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,18,29,18,42,1,14/08/2022,1
27,Minnesota,270223,0,0,1,0,49,GOODHUE (49),5840,RED WING,8,Agosto,14,2022,23,20,US-63,2,US Highway,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,956,44.56755556,-92.52989167,Barrera de Trafico de Concreto,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Gore?,Ninguna,Oscuro con iluminacion,Despejado,No,NO APLICA,23,20,23,24,1,14/08/2022,1
27,Minnesota,270225,0,0,2,0,65,KANABEC (65),0,NO APLICA,6,Junio,10,2022,14,10,SR-47,3,Highway estatal,Rural,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,613,45.74585278,-93.40976667,Vehiculo en movimiento,Angulo,Four-Way Intersection,Interseccion de 4 direcciones,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,99,99,99,99,1,10/06/2022,2
27,Minnesota,270226,0,0,2,0,171,WRIGHT (171),0,NO APLICA,8,Agosto,12,2022,21,55,CR-3,4,Calle del Condado,Rural,Colector Mayor,County Highway Agency,0,Sin jurisdiccion especial,44,45.04069167,-94.18504167,Vehiculo en movimiento,Frente a frente,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,21,58,22,10,2,12/08/2022,2
27,Minnesota,270227,0,0,3,0,53,HENNEPIN (53),820,BROOKLYN CENTER,8,Agosto,21,2022,18,10,I-694,1,Interestatal,Urbano,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,358,45.06941389,-93.28387222,Vehiculo en movimiento,Angulo,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,18,11,99,99,1,21/08/2022,3
27,Minnesota,270228,0,0,1,0,37,DAKOTA (37),1945,EAGAN,8,Agosto,17,2022,2,7,SR-149 DODD RD,3,Highway estatal,Urbano,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,15,44.82794167,-93.11271944,Soporte de  señalamiento de transito,El primer evento no fue una colision con un vehiculo automotor en transporte,Four-Way Intersection,Interseccion de 4 direcciones,Isla de trafico para peatones,Ninguna,Oscuro con iluminacion,Nublado,No,NO APLICA,2,8,2,12,1,17/08/2022,1
27,Minnesota,270229,0,0,1,0,109,OLMSTED (109),0,NO APLICA,8,Agosto,14,2022,12,0,CR-14,4,Calle del Condado,Rural,Colector Menor,County Highway Agency,0,Sin jurisdiccion especial,40,44.10971667,-92.59793333,Volcadura,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre Acotamiento,Ninguna,Dia total,Despejado,No,NO APLICA,12,0,12,10,1,14/08/2022,2
27,Minnesota,270230,0,0,1,0,41,DOUGLAS (41),0,NO APLICA,8,Agosto,16,2022,19,46,WILD ROSE LA,5,Calle Local - Pueblo,Rural,Local,Town or Township Highway Agency,0,Sin jurisdiccion especial,4,45.83633611,-95.52041111,Arbol,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,19,46,19,54,1,16/08/2022,1
27,Minnesota,270231,0,0,1,0,123,RAMSEY (123),6330,ST. PAUL,8,Agosto,15,2022,23,17,SR-280,3,Highway estatal,Urbano,Arterial Principal -Freeway o ExpressWay,State Highway Agency,1,Sin jurisdiccion especial,3,44.96039722,-93.20159167,Valla Ferrocarril,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro con iluminacion,Despejado,No,NO APLICA,23,20,23,28,1,15/08/2022,1
27,Minnesota,270232,1,1,1,0,139,SCOTT (139),5770,PRIOR LAKE,8,Agosto,22,2022,19,51,ORION RD,6,Calle Local Municipalidad,Urbano,Local,Indian Tribe Nation,0,Sin jurisdiccion especial,3,44.72914722,-93.46478056,Ciclista,El primer evento no fue una colision con un vehiculo automotor en transporte,Four-Way Intersection,Interseccion de 4 direcciones,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,19,51,19,54,1,22/08/2022,1
27,Minnesota,270234,0,0,2,0,53,HENNEPIN (53),4760,MINNEAPOLIS,8,Agosto,23,2022,23,19,CR-25 PORTLAND AVE S,4,Calle del Condado,Urbano,Arteria Menor,County Highway Agency,0,Sin jurisdiccion especial,99999,44.93413333,-93.26754444,Vehiculo en movimiento,Angulo,Four-Way Intersection,Interseccion de 4 direcciones,Sobre calle,Ninguna,Oscuro con iluminacion,Despejado,No,NO APLICA,23,22,23,40,2,23/08/2022,2
27,Minnesota,270235,0,0,1,0,97,MORRISON (97),0,NO APLICA,7,Julio,3,2022,20,43,203RD ST,5,Calle Local - Pueblo,Rural,Local,Town or Township Highway Agency,0,Sin jurisdiccion especial,35,46.05543333,-94.052725,Volcadura,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,20,43,20,43,1,03/07/2022,1
27,Minnesota,270236,0,0,7,0,53,HENNEPIN (53),5990,ROGERS,8,Agosto,22,2022,14,54,I-94,1,Interestatal,Urbano,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,2088,45.19154167,-93.54619444,Vehiculo en movimiento,Frente a Detrás,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,14,58,15,5,1,22/08/2022,8
27,Minnesota,270237,1,1,2,0,123,RAMSEY (123),6330,ST. PAUL,8,Agosto,20,2022,3,28,I-94,1,Interestatal,Urbano,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,2372,44.95969444,-93.20198611,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro con iluminacion,Despejado,No,NO APLICA,3,29,3,37,1,20/08/2022,3
27,Minnesota,270238,0,0,1,0,163,WASHINGTON (163),5150,NEWPORT,8,Agosto,26,2022,18,23,US-61,2,US Highway,Urbano,Arterial Principal -Freeway o ExpressWay,State Highway Agency,1,Sin jurisdiccion especial,1297,44.883525,-93.00294722,Volcadura,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,18,23,18,27,2,26/08/2022,2
27,Minnesota,270239,0,0,2,0,3,ANOKA (3),3007,HAM LAKE,8,Agosto,28,2022,15,10,CR-116 BUNKER LAKE BLVD,4,Calle del Condado,Urbano,Arteria Menor,County Highway Agency,0,Sin jurisdiccion especial,110,45.21888056,-93.26460556,Vehiculo en movimiento,Golpe Lateral - direccion contraria,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,15,10,16,35,3,28/08/2022,7
27,Minnesota,270240,0,0,1,0,61,ITASCA (61),0,NO APLICA,8,Agosto,16,2022,16,56,SR-6,3,Highway estatal,Rural,Colector Mayor,State Highway Agency,0,Sin jurisdiccion especial,1082,47.67251667,-93.77375278,Arbol,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,lluvia,No,NO APLICA,16,56,17,14,1,16/08/2022,1
27,Minnesota,270242,0,0,2,0,17,CARLTON (17),1370,CLOQUET,8,Agosto,29,2022,23,5,CARLTON AVE,6,Calle Local Municipalidad,Urbano,Colector Mayor,City or Municipal Highway Agency,0,Sin jurisdiccion especial,12,46.717775,-92.43864722,Vehiculo en movimiento,Angulo,Four-Way Intersection,Interseccion de 4 direcciones,Sobre calle,Ninguna,Oscuro con iluminacion,Despejado,No,NO APLICA,23,8,23,9,1,29/08/2022,5
27,Minnesota,270243,1,1,1,0,53,HENNEPIN (53),820,BROOKLYN CENTER,8,Agosto,30,2022,21,53,HUMBOLDT AVE,6,Calle Local Municipalidad,Urbano,Colector Mayor,City or Municipal Highway Agency,0,Sin jurisdiccion especial,4,45.07953611,-93.30013889,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,21,55,21,59,1,30/08/2022,1
27,Minnesota,270244,0,0,2,0,3,ANOKA (3),671,BLAINE,8,Agosto,30,2022,20,33,119TH AVE NE,6,Calle Local Municipalidad,Urbano,Colector Mayor,City or Municipal Highway Agency,0,Sin jurisdiccion especial,21,45.18631667,-93.22551944,Vehiculo en movimiento,Otro,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro con iluminacion,Despejado,No,NO APLICA,20,34,20,39,1,30/08/2022,2
27,Minnesota,270245,0,0,2,0,129,RENVILLE (129),0,NO APLICA,8,Agosto,28,2022,12,46,CR-1,4,Calle del Condado,Rural,Colector Mayor,County Highway Agency,0,Sin jurisdiccion especial,75,44.67234167,-95.09654167,Vehiculo en movimiento,Angulo,Four-Way Intersection,Interseccion de 4 direcciones,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,12,50,13,1,1,28/08/2022,3
27,Minnesota,270246,0,0,2,0,115,PINE (115),0,NO APLICA,8,Agosto,30,2022,17,42,BADGER RD,5,Calle Local - Pueblo,Rural,Local,Town or Township Highway Agency,0,Reservacion India,4,46.06071389,-92.47167222,Vehiculo en movimiento,Angulo,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,17,45,18,5,1,30/08/2022,4
27,Minnesota,270247,0,0,2,0,21,CASS (21),0,NO APLICA,8,Agosto,30,2022,13,38,SR-MNTH 210,3,Highway estatal,Rural,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,1038,46.34067222,-94.58908611,Vehiculo en movimiento,Frente a frente,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,13,41,13,50,1,30/08/2022,2
27,Minnesota,270248,0,0,1,0,37,DAKOTA (37),956,BURNSVILLE,8,Agosto,16,2022,23,21,I-35W,1,Interestatal,Urbano,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,35,44.78659167,-93.2886,Volcadura,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Gore?,Ninguna,Oscuro con iluminacion,Despejado,No,NO APLICA,23,23,23,31,1,16/08/2022,1
27,Minnesota,270249,0,0,1,0,171,WRIGHT (171),0,NO APLICA,8,Agosto,28,2022,13,0,CR-14 DAGUE AVE SE,4,Calle del Condado,Rural,Colector Mayor,County Highway Agency,0,Sin jurisdiccion especial,3,45.11216667,-93.82755,Arbol,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Fuera de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,13,43,13,43,1,28/08/2022,1
27,Minnesota,270250,0,0,2,0,53,HENNEPIN (53),675,BLOOMINGTON,8,Agosto,27,2022,17,22,CR-1 OLD SHAKOPEE RD,4,Calle del Condado,Urbano,Arteria Menor,County Highway Agency,0,Sin jurisdiccion especial,158,44.84003611,-93.24529444,Vehiculo en movimiento,Angulo,T-Intersection,Interseccion de T,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,17,22,17,25,1,27/08/2022,4
27,Minnesota,270251,0,0,2,0,85,MCLEOD (85),0,NO APLICA,8,Agosto,18,2022,11,1,SR-7,3,Highway estatal,Rural,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,1496,44.89831667,-94.21963611,Vehiculo en movimiento,Angulo,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,lluvia,No,NO APLICA,11,1,11,11,2,18/08/2022,5
27,Minnesota,270252,0,0,1,0,53,HENNEPIN (53),2030,EDINA,9,Septiembre,7,2022,6,41,SR-62,3,Highway estatal,Urbano,Arterial Principal -Freeway o ExpressWay,State Highway Agency,1,Sin jurisdiccion especial,1389,44.88768056,-93.32684167,Valla Ferrocarril,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,En el medio,Ninguna,Dia total,Despejado,No,NO APLICA,99,99,99,99,1,07/09/2022,1
27,Minnesota,270253,0,0,1,0,121,POPE (121),0,NO APLICA,9,Septiembre,7,2022,19,40,CR-20,4,Calle del Condado,Rural,Colector Menor,County Highway Agency,0,Sin jurisdiccion especial,30,45.58508611,-95.18126944,Animal vivo,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,19,40,19,57,1,07/09/2022,1
27,Minnesota,270254,0,0,2,0,37,DAKOTA (37),0,NO APLICA,9,Septiembre,6,2022,14,35,CR-23,4,Calle del Condado,Rural,Arteria Menor,County Highway Agency,0,Sin jurisdiccion especial,35,44.50854444,-93.20096389,Vehiculo en movimiento,Frente a frente,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,14,35,14,51,1,06/09/2022,2
27,Minnesota,270255,0,0,2,0,79,LE SUEUR (79),0,NO APLICA,8,Agosto,18,2022,5,12,SR-22,3,Highway estatal,Rural,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,583,44.25426111,-93.95919722,Vehiculo en movimiento,Angulo,Four-Way Intersection,Interseccion de 4 direcciones,Sobre calle,Ninguna,Oscuro con iluminacion,Despejado,No,NO APLICA,5,12,5,45,1,18/08/2022,2
27,Minnesota,270256,0,0,2,0,47,FREEBORN (47),0,NO APLICA,9,Septiembre,8,2022,18,3,CR-6,4,Calle del Condado,Rural,Colector Menor,County Highway Agency,0,Sin jurisdiccion especial,75,43.76184444,-93.5793,Vehiculo en movimiento,Frente a frente,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,18,3,18,30,1,08/09/2022,3
27,Minnesota,270257,0,0,3,1,123,RAMSEY (123),6330,ST. PAUL,9,Septiembre,9,2022,12,29,CR-49 RICE ST,4,Calle del Condado,Urbano,Arteria Menor,County Highway Agency,0,Sin jurisdiccion especial,18,44.98153889,-93.10571389,Vehiculo en movimiento,Golpe Lateral - misma direccion,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Nublado,No,NO APLICA,12,30,12,35,1,09/09/2022,2
27,Minnesota,270258,0,0,1,0,139,SCOTT (139),0,NO APLICA,9,Septiembre,10,2022,0,51,CR-64,4,Calle del Condado,Rural,Colector Menor,County Highway Agency,0,Sin jurisdiccion especial,123,44.60194444,-93.51740278,Poste o otros soportes,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro sin iluminacion,lluvia,No,NO APLICA,0,51,1,5,1,10/09/2022,2
27,Minnesota,270259,0,0,2,0,109,OLMSTED (109),0,NO APLICA,9,Septiembre,10,2022,21,49,US-52,2,US Highway,Rural,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,359,43.86542222,-92.19935556,Vehiculo en movimiento,Angulo,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro sin iluminacion,Neblina o Humo,No,NO APLICA,21,52,21,59,1,10/09/2022,3
27,Minnesota,270261,0,0,3,0,59,ISANTI (59),0,NO APLICA,9,Septiembre,6,2022,21,16,CR-10,4,Calle del Condado,Urbano,Colector Mayor,County Highway Agency,0,Sin jurisdiccion especial,120,45.56213889,-93.28601944,Vehiculo en movimiento,Golpe Lateral - direccion contraria,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,21,16,21,31,1,06/09/2022,4
27,Minnesota,270262,0,0,1,0,93,MEEKER (93),0,NO APLICA,9,Septiembre,5,2022,17,38,SR-15,3,Highway estatal,Rural,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,1225,45.18693056,-94.31731389,Volcadura,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,17,40,17,50,1,05/09/2022,3
27,Minnesota,270263,0,0,1,0,145,STEARNS (145),0,NO APLICA,9,Septiembre,11,2022,14,20,CR-13 OVERTON RD,4,Calle del Condado,Rural,Colector Mayor,County Highway Agency,0,Sin jurisdiccion especial,220,45.640375,-94.82000833,Zanja,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,14,20,14,25,1,11/09/2022,1
27,Minnesota,270264,0,0,2,0,153,TODD (153),0,NO APLICA,9,Septiembre,12,2022,8,46,SR-27,3,Highway estatal,Rural,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,1224,45.97668056,-94.64896111,Vehiculo en movimiento,Frente a Detrás,Four-Way Intersection,Interseccion de 4 direcciones,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,8,48,9,3,1,12/09/2022,2
27,Minnesota,270265,0,0,1,0,3,ANOKA (3),671,BLAINE,9,Septiembre,13,2022,17,25,W 35 SERVICE DR NE,6,Calle Local Municipalidad,Urbano,Local,City or Municipal Highway Agency,0,Sin jurisdiccion especial,11,45.14141944,-93.18775556,Barda,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,17,25,17,34,1,13/09/2022,1
27,Minnesota,270266,0,0,2,0,33,COTTONWOOD (33),0,NO APLICA,9,Septiembre,5,2022,12,29,SR-62,3,Highway estatal,Rural,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,137,43.86253889,-95.32062222,Vehiculo en movimiento,Frente a Detrás,Four-Way Intersection,Interseccion de 4 direcciones,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,12,29,12,43,1,05/09/2022,3
27,Minnesota,270267,0,0,2,0,51,GRANT (51),0,NO APLICA,9,Septiembre,11,2022,16,29,SR-79,3,Highway estatal,Rural,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,33,45.99226389,-95.90936389,Vehiculo en movimiento,Frente a frente,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,16,29,16,37,1,11/09/2022,2
27,Minnesota,270269,0,0,1,0,61,ITASCA (61),0,NO APLICA,9,Septiembre,10,2022,11,20,US-169,2,US Highway,Rural,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,2908,47.08831389,-93.58094444,Volcadura,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,11,22,11,37,1,10/09/2022,2
27,Minnesota,270270,1,1,1,0,53,HENNEPIN (53),4760,MINNEAPOLIS,9,Septiembre,14,2022,3,30,CR-81,4,Calle del Condado,Urbano,Arteria Menor,County Highway Agency,0,Sin jurisdiccion especial,1,44.99894722,-93.28397222,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,Four-Way Intersection,Interseccion de 4 direcciones,Sobre calle,Ninguna,Oscuro con iluminacion,Despejado,No,NO APLICA,3,41,3,46,1,14/09/2022,1
27,Minnesota,270271,1,1,1,0,35,CROW WING (35),0,NO APLICA,6,Junio,13,2022,18,56,CR-148,4,Calle del Condado,Rural,Local,County Highway Agency,0,Sin jurisdiccion especial,15,46.31531944,-94.11506944,Animal vivo,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,18,56,19,6,1,13/06/2022,1
27,Minnesota,270272,0,0,1,0,69,KITTSON (69),0,NO APLICA,9,Septiembre,17,2022,12,36,SR-11,3,Highway estatal,Rural,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,269,48.5724,-96.56243611,Volcadura,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Nublado,No,NO APLICA,12,36,12,44,1,17/09/2022,1
27,Minnesota,270273,0,0,1,0,21,CASS (21),0,NO APLICA,9,Septiembre,18,2022,1,3,SR-200,3,Highway estatal,Rural,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,1618,47.02911667,-93.861275,Acotamiento,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro sin iluminacion,lluvia,No,NO APLICA,1,3,1,5,1,18/09/2022,1
27,Minnesota,270274,0,0,3,0,123,RAMSEY (123),0,NO APLICA,9,Septiembre,19,2022,8,23,US-61,2,US Highway,Urbano,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,1493,45.12015833,-93.00334444,Vehiculo en movimiento,Frente a Detrás,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,8,23,8,29,1,19/09/2022,4
27,Minnesota,270275,0,0,3,0,123,RAMSEY (123),215,ARDEN HILLS,9,Septiembre,19,2022,8,29,CR-96,4,Calle del Condado,Urbano,Arteria Menor,County Highway Agency,0,Sin jurisdiccion especial,5,45.07912778,-93.17696111,Vehiculo en movimiento,Angulo,Four-Way Intersection,Interseccion de 4 direcciones,Sobre calle,Ninguna,Dia total,Despejado,Yes,NO APLICA,8,29,8,39,1,19/09/2022,6
27,Minnesota,270276,0,0,1,0,3,ANOKA (3),671,BLAINE,4,Abril,26,2022,23,15,103RD AVE NE,6,Calle Local Municipalidad,Urbano,Local,City or Municipal Highway Agency,0,Sin jurisdiccion especial,1,45.15747222,-93.23315278,Arbol,El primer evento no fue una colision con un vehiculo automotor en transporte,Four-Way Intersection,Interseccion de 4 direcciones,Sobre el lado de la calle,Ninguna,Oscuro con iluminacion,Despejado,No,NO APLICA,11,14,11,30,1,26/04/2022,2
27,Minnesota,270277,0,0,1,0,37,DAKOTA (37),0,NO APLICA,7,Julio,24,2022,17,30,CR-4 200TH ST E,4,Calle del Condado,Rural,Arteria Menor,County Highway Agency,0,Sin jurisdiccion especial,21,44.66765278,-92.73308611,Poste de Señal de trafico,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,17,46,17,51,1,24/07/2022,1
27,Minnesota,270278,0,0,2,0,53,HENNEPIN (53),4760,MINNEAPOLIS,9,Septiembre,20,2022,0,39,I-35,1,Interestatal,Urbano,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,156,44.94893611,-93.274525,Vehiculo en movimiento,Frente a Detrás,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro con iluminacion,Nublado,No,NO APLICA,0,39,0,46,1,20/09/2022,2
27,Minnesota,270280,0,0,1,0,119,POLK (119),0,NO APLICA,9,Septiembre,2,2022,23,26,US-2,2,US Highway,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,247,47.79776111,-96.6114,Poste,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro con iluminacion,Despejado,No,NO APLICA,23,30,23,37,2,02/09/2022,2
27,Minnesota,270281,0,0,1,0,47,FREEBORN (47),0,NO APLICA,9,Septiembre,15,2022,14,57,I-35,1,Interestatal,Rural,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,28,43.53928333,-93.35471667,Valla Ferrocarril,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,14,58,15,14,1,15/09/2022,1
27,Minnesota,270282,1,1,1,0,169,WINONA (169),7660,WINONA,9,Septiembre,15,2022,20,41,US-61,2,US Highway,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,280,44.04456111,-91.66819722,Ciclista,El primer evento no fue una colision con un vehiculo automotor en transporte,Four-Way Intersection,Interseccion de 4 direcciones,Sobre calle,Ninguna,Oscuro con iluminacion,Despejado,No,NO APLICA,20,41,20,42,1,15/09/2022,2
27,Minnesota,270283,0,0,2,0,37,DAKOTA (37),202,APPLE VALLEY,9,Septiembre,21,2022,19,34,CR-42 150TH ST W,4,Calle del Condado,Urbano,Arteria Principal,County Highway Agency,1,Sin jurisdiccion especial,67,44.73198333,-93.19761944,Vehiculo en movimiento,Angulo,Four-Way Intersection,Interseccion de 4 direcciones,Sobre calle,Ninguna,Atardecer,Despejado,No,NO APLICA,19,34,19,36,1,21/09/2022,2
27,Minnesota,270284,0,0,1,0,143,SIBLEY (143),0,NO APLICA,9,Septiembre,15,2022,12,24,CR-6,4,Calle del Condado,Rural,Colector Mayor,County Highway Agency,0,Sin jurisdiccion especial,60,44.60361111,-93.89058056,Arbol,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,12,26,12,42,1,15/09/2022,1
27,Minnesota,270285,0,0,1,0,129,RENVILLE (129),5400,OLIVIA,9,Septiembre,24,2022,3,34,US-LINCOLN AVE W,2,US Highway,Rural,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,977,44.77660278,-94.99545278,Banqueta,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Construccion,Oscuro con iluminacion,Despejado,No,NO APLICA,3,35,3,44,1,24/09/2022,1
